# X, Y, Z, V, Ex, Ey, Ez
-0.004 0 0.298 -2924.01 1.58222 -0.230547 5.33661
-0.003 0 0.298 -2924.01 1.3565 -0.22642 5.74033
-0.002 0 0.298 -2924.01 0.936274 -0.191491 6.04918
-0.001 0 0.298 -2924.01 0.311663 -0.115791 6.25454
0 0 0.298 -2924.01 -0.286818 -0.28681 6.35192
0.001 0 0.298 -2924.01 -0.891466 -0.6775 6.34015
0.002 0 0.298 -2924.01 -1.4355 -1.18478 6.21833
0.003 0 0.298 -2924.01 -1.3525 -1.80508 5.9812
0.004 0 0.298 -2924.01 -0.973192 -1.3012 5.62034
0.005 0 0.298 -2924.01 -1.10714 -0.338503 5.1859
0.006 0 0.298 -2924.01 -1.42709 0.122652 4.67912
0.007 0 0.298 -2924.01 -1.48028 0.248673 4.10245
0.008 0 0.298 -2924 -1.33329 0.25472 3.46875
0.009 0 0.298 -2924 -1.1106 0.218587 2.79288
0.01 0 0.298 -2924 -0.88848 0.171801 2.09078
0.011 0 0.298 -2924 -0.698657 0.118443 1.37938
0.012 0 0.298 -2924 -0.556034 0.0550071 0.676427
0.013 0 0.298 -2924 -0.250879 -1.51788e-18 1.05144e-05
0.014 0 0.298 -2924 462.531 -0.000110666 0
0.015 0 0.298 -2924.92 893.149 -0.0182105 85.4056
0.016 0 0.298 -2925.78 831.993 -0.0494704 165.229
0.017 0 0.298 -2926.59 775.421 -0.0923434 239.634
0.018 0 0.298 -2927.33 722.243 -0.143722 308.981
0.019 0 0.298 -2928.03 671.757 -0.199739 373.551
0.02 0 0.298 -2928.68 623.466 -0.267884 433.568
0.021 0 0.298 -2929.28 576.962 -0.338272 489.214
0.022 0 0.298 -2929.83 531.911 -0.395546 540.632
0.023 0 0.298 -2930.34 488.055 -0.451044 587.937
0.024 0 0.298 -2930.81 445.178 -0.508045 631.22
0.025 0 0.298 -2931.23 403.086 -0.558564 670.554
0.026 0 0.298 -2931.61 361.621 -0.607654 705.998
0.027 0 0.298 -2931.95 320.654 -0.665047 737.598
0.028 0 0.298 -2932.25 280.061 -0.724582 765.393
0.029 0 0.298 -2932.51 239.745 -0.791114 789.417
0.03 0 0.298 -2932.73 199.616 -0.85847 809.696
0.031 0 0.298 -2932.91 159.604 -0.919755 826.253
0.032 0 0.298 -2933.05 119.66 -0.973248 839.11
0.033 0 0.298 -2933.15 79.7461 -1.00622 848.281
0.034 0 0.298 -2933.21 39.8473 -1.01918 853.78
0.035 0 0.298 -2933.23 0 0 0
-0.035 0 0.299 -2934.14 0 0 0
-0.034 0 0.299 -2934.12 -43.9348 -0.782119 887.57
-0.033 0 0.299 -2934.05 -87.6947 -0.777591 881.872
-0.032 0 0.299 -2933.94 -131.497 -0.782912 872.365
-0.031 0 0.299 -2933.79 -175.365 -0.800842 859.035
-0.03 0 0.299 -2933.59 -219.304 -0.808053 841.861
-0.029 0 0.299 -2933.35 -263.361 -0.820986 820.817
-0.028 0 0.299 -2933.07 -307.625 -0.816713 795.875
-0.027 0 0.299 -2932.74 -352.189 -0.801138 767
-0.026 0 0.299 -2932.36 -397.16 -0.785309 734.156
-0.025 0 0.299 -2931.94 -442.683 -0.751858 697.3
-0.024 0 0.299 -2931.48 -488.896 -0.722972 656.384
-0.023 0 0.299 -2930.96 -535.973 -0.700615 611.349
-0.022 0 0.299 -2930.4 -584.133 -0.665731 562.125
-0.021 0 0.299 -2929.8 -633.587 -0.648536 508.623
-0.02 0 0.299 -2929.14 -684.629 -0.640253 450.73
-0.019 0 0.299 -2928.43 -737.635 -0.600465 388.304
-0.018 0 0.299 -2927.66 -792.994 -0.546968 321.166
-0.017 0 0.299 -2926.84 -851.175 -0.479687 249.09
-0.016 0 0.299 -2925.96 -912.668 -0.367056 171.805
-0.015 0 0.299 -2925.01 -977.556 -0.210303 88.993
-0.014 0 0.299 -2924 -1027.26 -0.00867935 0.358918
-0.013 0 0.299 -2924 -521.312 0 0
-0.012 0 0.299 -2924 1.15716 -0.0448738 0.691579
-0.011 0 0.299 -2924 1.32915 -0.0987833 1.42802
-0.01 0 0.299 -2924 1.5368 -0.138136 2.18953
-0.009 0 0.299 -2924.01 1.77954 -0.177997 2.95589
-0.008 0 0.299 -2924.01 2.03763 -0.237486 3.7063
-0.007 0 0.299 -2924.01 2.20882 -0.246041 4.42035
-0.006 0 0.299 -2924.01 2.28127 -0.238802 5.07918
-0.005 0 0.299 -2924.01 2.24125 -0.237912 5.66626
-0.004 0 0.299 -2924.02 2.03441 -0.184601 6.16804
-0.003 0 0.299 -2924.02 1.71482 -0.181225 6.5742
-0.002 0 0.299 -2924.02 1.19257 -0.148114 6.87772
-0.001 0 0.299 -2924.02 0.461209 -0.0743763 7.07474
0 0 0.299 -2924.02 -0.245805 -0.245797 7.1641
0.001 0 0.299 -2924.02 -0.959894 -0.633042 7.14605
0.002 0 0.299 -2924.02 -1.61723 -1.13283 7.01913
0.003 0 0.299 -2924.02 -1.65595 -1.75046 6.7757
0.004 0 0.299 -2924.02 -1.3798 -1.29068 6.40337
0.005 0 0.299 -2924.01 -1.59353 -0.333075 5.94683
0.006 0 0.299 -2924.01 -1.99327 0.128188 5.4031
0.007 0 0.299 -2924.01 -2.11986 0.25316 4.77104
0.008 0 0.299 -2924.01 -2.03272 0.257595 4.06157
0.009 0 0.299 -2924.01 -1.85363 0.219983 3.28985
0.01 0 0.299 -2924 -1.65666 0.172164 2.47462
0.011 0 0.299 -2924 -1.47163 0.11828 1.63795
0.012 0 0.299 -2924 -1.31222 0.0547121 0.804448
0.013 0 0.299 -2924 -0.623508 -4.33681e-18 1.25483e-05
0.014 0 0.299 -2924 506.153 -0.000414225 0
0.015 0 0.299 -2925.01 977.384 -0.0266589 88.5154
0.016 0 0.299 -2925.95 910.463 -0.0648046 171.246
0.017 0 0.299 -2926.83 848.563 -0.113017 248.364
0.018 0 0.299 -2927.65 790.385 -0.168305 320.248
0.019 0 0.299 -2928.41 735.157 -0.227015 387.188
0.02 0 0.299 -2929.12 682.331 -0.29695 449.42
0.021 0 0.299 -2929.77 631.455 -0.368601 507.129
0.022 0 0.299 -2930.38 582.163 -0.426968 560.463
0.023 0 0.299 -2930.94 534.171 -0.483796 609.539
0.024 0 0.299 -2931.45 487.24 -0.542483 654.45
0.025 0 0.299 -2931.91 441.158 -0.595083 695.269
0.026 0 0.299 -2932.33 395.757 -0.646635 732.054
0.027 0 0.299 -2932.71 350.896 -0.706807 764.851
0.028 0 0.299 -2933.03 306.446 -0.769402 793.7
0.029 0 0.299 -2933.32 262.302 -0.839115 818.634
0.03 0 0.299 -2933.56 218.371 -0.909716 839.68
0.031 0 0.299 -2933.75 174.579 -0.974034 856.863
0.032 0 0.299 -2933.91 130.874 -1.03017 870.204
0.033 0 0.299 -2934.02 87.2141 -1.06516 879.721
0.034 0 0.299 -2934.08 43.5797 -1.07931 885.426
0.035 0 0.299 -2934.1 0 0 0
-0.035 0 0.3 -2935.05 0 0 0
-0.034 0 0.3 -2935.02 -47.8029 -0.830388 921.607
-0.033 0 0.3 -2934.95 -95.4376 -0.821268 915.69
-0.032 0 0.3 -2934.83 -143.128 -0.820766 905.816
-0.031 0 0.3 -2934.66 -190.902 -0.83234 891.968
-0.03 0 0.3 -2934.45 -238.773 -0.833348 874.124
-0.029 0 0.3 -2934.19 -286.789 -0.840812 852.257
-0.028 0 0.3 -2933.88 -335.044 -0.832215 826.336
-0.027 0 0.3 -2933.52 -383.635 -0.813685 796.327
-0.026 0 0.3 -2933.11 -432.671 -0.796302 762.193
-0.025 0 0.3 -2932.65 -482.306 -0.762546 723.892
-0.024 0 0.3 -2932.14 -532.683 -0.734301 681.377
-0.023 0 0.3 -2931.59 -583.988 -0.71313 634.59
-0.022 0 0.3 -2930.98 -636.457 -0.67953 583.459
-0.021 0 0.3 -2930.31 -690.321 -0.663306 527.894
-0.02 0 0.3 -2929.6 -745.901 -0.655353 467.781
-0.019 0 0.3 -2928.82 -803.609 -0.615056 402.974
-0.018 0 0.3 -2927.99 -863.876 -0.560142 333.285
-0.017 0 0.3 -2927.09 -927.219 -0.490577 258.482
-0.016 0 0.3 -2926.13 -994.174 -0.374913 178.279
-0.015 0 0.3 -2925.11 -1064.84 -0.214531 92.3458
-0.014 0 0.3 -2924 -1118.98 -0.00883875 0.372429
-0.013 0 0.3 -2924 -567.521 0 0
-0.012 0 0.3 -2924 1.94526 -0.0356994 0.834698
-0.011 0 0.3 -2924 2.14971 -0.0795774 1.71627
-0.01 0 0.3 -2924.01 2.36677 -0.108743 2.61511
-0.009 0 0.3 -2924.01 2.59476 -0.139093 3.50262
-0.008 0 0.3 -2924.01 2.8151 -0.190502 4.35196
-0.007 0 0.3 -2924.01 2.92789 -0.193042 5.13945
-0.006 0 0.3 -2924.02 2.92467 -0.182319 5.84582
-0.005 0 0.3 -2924.02 2.79557 -0.180749 6.45691
-0.004 0 0.3 -2924.02 2.49016 -0.129601 6.96364
-0.003 0 0.3 -2924.03 2.06618 -0.130968 7.36144
-0.002 0 0.3 -2924.03 1.43682 -0.104522 7.64936
-0.001 0 0.3 -2924.03 0.598041 -0.0381296 7.82895
0 0 0.3 -2924.03 -0.215517 -0.215509 7.90296
0.001 0 0.3 -2924.03 -1.03644 -0.604675 7.87354
0.002 0 0.3 -2924.03 -1.80585 -1.10175 7.73891
0.003 0 0.3 -2924.02 -1.96826 -1.72031 7.48911
0.004 0 0.3 -2924.02 -1.80207 -1.30652 7.10764
0.005 0 0.3 -2924.02 -2.10741 -0.355472 6.63349
0.006 0 0.3 -2924.02 -2.60287 0.106099 6.05911
0.007 0 0.3 -2924.02 -2.82182 0.231706 5.37937
0.008 0 0.3 -2924.01 -2.81448 0.23752 4.60288
0.009 0 0.3 -2924.01 -2.69755 0.202479 3.74483
0.01 0 0.3 -2924.01 -2.54038 0.158371 2.82656
0.011 0 0.3 -2924 -2.36883 0.108948 1.87504
0.012 0 0.3 -2924 -2.19397 0.0500754 0.921658
0.013 0 0.3 -2924 -1.05851 -6.93889e-18 1.43909e-05
0.014 0 0.3 -2924 551.392 -0.000911681 0
0.015 0 0.3 -2925.1 1064.74 -0.0403884 91.8586
0.016 0 0.3 -2926.13 991.842 -0.0893339 177.708
0.017 0 0.3 -2927.08 924.423 -0.145562 257.737
0.018 0 0.3 -2927.97 861.067 -0.206151 332.339
0.019 0 0.3 -2928.8 800.929 -0.267928 401.82
0.02 0 0.3 -2929.58 743.407 -0.339063 466.421
0.021 0 0.3 -2930.29 688.005 -0.41066 526.335
0.022 0 0.3 -2930.95 634.321 -0.46812 581.716
0.023 0 0.3 -2931.56 582.042 -0.523654 632.683
0.024 0 0.3 -2932.12 530.908 -0.581089 679.329
0.025 0 0.3 -2932.62 480.689 -0.632863 721.73
0.026 0 0.3 -2933.08 431.203 -0.68421 759.943
0.027 0 0.3 -2933.48 382.3 -0.744974 794.017
0.028 0 0.3 -2933.84 333.844 -0.808994 823.989
0.029 0 0.3 -2934.15 285.725 -0.880932 849.894
0.03 0 0.3 -2934.41 237.845 -0.954341 871.759
0.031 0 0.3 -2934.63 190.128 -1.02177 889.61
0.032 0 0.3 -2934.79 142.517 -1.0809 903.47
0.033 0 0.3 -2934.91 94.9671 -1.11845 913.356
0.034 0 0.3 -2934.98 47.4538 -1.13435 919.282
0.035 0 0.3 -2935.01 0 0 0
-0.035 0 0.301 -2935.99 0 0 0
-0.034 0 0.301 -2935.96 -51.8225 -0.859016 957.99
-0.033 0 0.301 -2935.88 -103.486 -0.847377 951.835
-0.032 0 0.301 -2935.75 -155.219 -0.844126 941.564
-0.031 0 0.301 -2935.57 -207.056 -0.853082 927.157
-0.03 0 0.301 -2935.34 -259.016 -0.851952 908.592
-0.029 0 0.301 -2935.06 -311.149 -0.857996 885.841
-0.028 0 0.301 -2934.72 -363.555 -0.848812 858.872
-0.027 0 0.301 -2934.33 -416.332 -0.830516 827.652
-0.026 0 0.301 -2933.89 -469.594 -0.814054 792.144
-0.025 0 0.301 -2933.39 -523.499 -0.781665 752.306
-0.024 0 0.301 -2932.84 -578.199 -0.754911 708.09
-0.023 0 0.301 -2932.23 -633.891 -0.734995 659.438
-0.022 0 0.301 -2931.57 -690.828 -0.702084 606.278
-0.021 0 0.301 -2930.85 -749.265 -0.685728 548.517
-0.02 0 0.301 -2930.07 -809.549 -0.676699 486.039
-0.019 0 0.301 -2929.23 -872.131 -0.634385 418.689
-0.018 0 0.301 -2928.33 -937.486 -0.576622 346.275
-0.017 0 0.301 -2927.36 -1006.18 -0.503549 268.553
-0.016 0 0.301 -2926.32 -1078.8 -0.383902 185.224
-0.015 0 0.301 -2925.2 -1155.46 -0.219217 95.9429
-0.014 0 0.301 -2924 -1214.2 -0.00901304 0.386929
-0.013 0 0.301 -2924 -615.443 0 0
-0.012 0 0.301 -2924 2.87672 -0.0244424 0.972658
-0.011 0 0.301 -2924.01 3.10956 -0.0563152 1.99276
-0.01 0 0.301 -2924.01 3.32314 -0.0735043 3.02107
-0.009 0 0.301 -2924.01 3.5164 -0.0929314 4.0211
-0.008 0 0.301 -2924.02 3.67446 -0.135435 4.96032
-0.007 0 0.301 -2924.02 3.70267 -0.131917 5.81201
-0.006 0 0.301 -2924.02 3.59873 -0.118617 6.55672
-0.005 0 0.301 -2924.03 3.35907 -0.118317 7.18274
-0.004 0 0.301 -2924.03 2.93893 -0.0723068 7.68557
-0.003 0 0.301 -2924.03 2.40055 -0.082291 8.06664
-0.002 0 0.301 -2924.03 1.66008 -0.0670537 8.33139
-0.001 0 0.301 -2924.04 0.714808 -0.0129177 8.48714
0 0 0.301 -2924.04 -0.201217 -0.201209 8.54096
0.001 0 0.301 -2924.04 -1.12394 -0.59697 8.49716
0.002 0 0.301 -2924.03 -2.00166 -1.09538 8.35382
0.003 0 0.301 -2924.03 -2.28722 -1.71777 8.09868
0.004 0 0.301 -2924.03 -2.23541 -1.35109 7.71115
0.005 0 0.301 -2924.03 -2.64206 -0.407359 7.22443
0.006 0 0.301 -2924.02 -3.24739 0.0553761 6.62627
0.007 0 0.301 -2924.02 -3.5761 0.183859 5.90747
0.008 0 0.301 -2924.02 -3.66726 0.194484 5.07427
0.009 0 0.301 -2924.01 -3.62995 0.166342 4.14181
0.01 0 0.301 -2924.01 -3.52645 0.130775 3.13378
0.011 0 0.301 -2924.01 -3.37653 0.0907475 2.08181
0.012 0 0.301 -2924 -3.18725 0.0412852 1.02363
0.013 0 0.301 -2924 -1.54882 -1.04083e-17 1.59673e-05
0.014 0 0.301 -2924 598.37 -0.0015968 0
0.015 0 0.301 -2925.19 1155.45 -0.0591759 95.461
0.016 0 0.301 -2926.31 1076.34 -0.122646 184.648
0.017 0 0.301 -2927.34 1003.19 -0.189484 267.79
0.018 0 0.301 -2928.31 934.468 -0.256844 345.301
0.019 0 0.301 -2929.21 869.239 -0.322072 417.498
0.02 0 0.301 -2930.05 806.846 -0.393737 484.632
0.021 0 0.301 -2930.83 746.751 -0.463676 546.9
0.022 0 0.301 -2931.54 688.51 -0.518032 604.462
0.023 0 0.301 -2932.2 631.784 -0.569689 657.441
0.024 0 0.301 -2932.81 576.287 -0.623114 705.934
0.025 0 0.301 -2933.36 521.772 -0.671331 750.017
0.026 0 0.301 -2933.85 468.043 -0.719965 789.75
0.027 0 0.301 -2934.29 414.942 -0.779285 825.18
0.028 0 0.301 -2934.68 362.323 -0.843206 856.347
0.029 0 0.301 -2935.02 310.071 -0.916453 883.286
0.03 0 0.301 -2935.3 258.088 -0.992216 906.024
0.031 0 0.301 -2935.53 206.29 -1.06274 924.59
0.032 0 0.301 -2935.71 154.619 -1.12513 939.003
0.033 0 0.301 -2935.84 103.026 -1.16562 949.285
0.034 0 0.301 -2935.92 51.4802 -1.18366 955.448
0.035 0 0.301 -2935.95 0 0 0
-0.035 0 0.302 -2936.97 0 0 0
-0.034 0 0.302 -2936.94 -56.0063 -0.868429 996.82
-0.033 0 0.302 -2936.85 -111.864 -0.856661 990.409
-0.032 0 0.302 -2936.71 -167.806 -0.854109 979.709
-0.031 0 0.302 -2936.52 -223.874 -0.864572 964.702
-0.03 0 0.302 -2936.27 -280.089 -0.865723 945.363
-0.029 0 0.302 -2935.96 -336.509 -0.874696 921.666
-0.028 0 0.302 -2935.59 -393.233 -0.868883 893.579
-0.027 0 0.302 -2935.17 -450.363 -0.854135 861.069
-0.026 0 0.302 -2934.69 -508.018 -0.841087 824.099
-0.025 0 0.302 -2934.16 -566.36 -0.811642 782.627
-0.024 0 0.302 -2933.56 -625.551 -0.787022 736.605
-0.023 0 0.302 -2932.91 -685.8 -0.768147 685.974
-0.022 0 0.302 -2932.19 -747.377 -0.734999 630.658
-0.021 0 0.302 -2931.41 -810.56 -0.71709 570.563
-0.02 0 0.302 -2930.57 -875.73 -0.705301 505.565
-0.019 0 0.302 -2929.66 -943.372 -0.659248 435.506
-0.018 0 0.302 -2928.68 -1014.01 -0.597054 360.182
-0.017 0 0.302 -2927.63 -1088.27 -0.519137 279.339
-0.016 0 0.302 -2926.5 -1166.78 -0.394442 192.664
-0.015 0 0.302 -2925.3 -1249.67 -0.22462 99.7975
-0.014 0 0.302 -2924.01 -1313.2 -0.00921143 0.402475
-0.013 0 0.302 -2924 -665.212 0 0
-0.012 0 0.302 -2924 3.94185 -0.0121764 1.10022
-0.011 0 0.302 -2924.01 4.19813 -0.0311286 2.24768
-0.01 0 0.302 -2924.01 4.39511 -0.0355317 3.39442
-0.009 0 0.302 -2924.02 4.53401 -0.0434628 4.49686
-0.008 0 0.302 -2924.02 4.60601 -0.0769017 5.51729
-0.007 0 0.302 -2924.03 4.5243 -0.0677661 6.42613
-0.006 0 0.302 -2924.03 4.2954 -0.0530807 7.20359
-0.005 0 0.302 -2924.03 3.92442 -0.0560639 7.84016
-0.004 0 0.302 -2924.04 3.37406 -0.0180009 8.33565
-0.003 0 0.302 -2924.04 2.712 -0.0400786 8.69723
-0.002 0 0.302 -2924.04 1.85732 -0.0399814 8.93658
-0.001 0 0.302 -2924.04 0.807608 -0.00223157 9.06674
0 0 0.302 -2924.05 -0.205503 -0.205495 9.09903
0.001 0 0.302 -2924.04 -1.22358 -0.611595 9.03993
0.002 0 0.302 -2924.04 -2.20432 -1.11448 8.88738
0.003 0 0.302 -2924.04 -2.61093 -1.74274 8.62692
0.004 0 0.302 -2924.04 -2.67632 -1.42359 8.23407
0.005 0 0.302 -2924.03 -3.19229 -0.487278 7.7365
0.006 0 0.302 -2924.03 -3.91984 -0.0220701 7.11765
0.007 0 0.302 -2924.03 -4.37381 0.111791 6.36468
0.008 0 0.302 -2924.02 -4.58014 0.130699 5.48184
0.009 0 0.302 -2924.02 -4.63803 0.113583 4.48435
0.01 0 0.302 -2924.01 -4.60038 0.0909889 3.39817
0.011 0 0.302 -2924.01 -4.47898 0.064803 2.25919
0.012 0 0.302 -2924 -4.27576 0.0289262 1.11082
0.013 0 0.302 -2924 -2.0862 -1.38778e-17 1.72829e-05
0.014 0 0.302 -2924 647.225 -0.00244682 1.57494
0.015 0 0.302 -2925.29 1249.77 -0.0823482 99.3912
0.016 0 0.302 -2926.49 1164.17 -0.163541 192.101
0.017 0 0.302 -2927.62 1085.08 -0.243129 278.557
0.018 0 0.302 -2928.66 1010.78 -0.318494 359.177
0.019 0 0.302 -2929.64 940.259 -0.387548 434.276
0.02 0 0.302 -2930.55 872.808 -0.459432 504.111
0.021 0 0.302 -2931.38 807.836 -0.52665 568.888
0.022 0 0.302 -2932.16 744.862 -0.576154 628.772
0.023 0 0.302 -2932.87 683.515 -0.621684 683.891
0.024 0 0.302 -2933.53 623.484 -0.668603 734.347
0.025 0 0.302 -2934.12 564.504 -0.710738 780.216
0.026 0 0.302 -2934.66 506.366 -0.754387 821.562
0.027 0 0.302 -2935.13 448.898 -0.810388 858.434
0.028 0 0.302 -2935.55 391.95 -0.872817 890.872
0.029 0 0.302 -2935.92 335.402 -0.946445 918.911
0.03 0 0.302 -2936.23 279.149 -1.02409 942.58
0.031 0 0.302 -2936.48 223.107 -1.09756 961.907
0.032 0 0.302 -2936.67 167.213 -1.16328 976.914
0.033 0 0.302 -2936.81 111.412 -1.20693 987.619
0.034 0 0.302 -2936.89 55.6701 -1.22742 994.037
0.035 0 0.302 -2936.92 0 0 0
-0.035 0 0.303 -2937.99 0 0 0
-0.034 0 0.303 -2937.96 -60.3674 -0.861539 1038.21
-0.033 0 0.303 -2937.86 -120.597 -0.852098 1031.53
-0.032 0 0.303 -2937.71 -180.926 -0.853712 1020.37
-0.031 0 0.303 -2937.5 -241.402 -0.869765 1004.71
-0.03 0 0.303 -2937.23 -302.051 -0.877524 984.547
-0.029 0 0.303 -2936.9 -362.933 -0.893631 959.839
-0.028 0 0.303 -2936.51 -424.152 -0.894952 930.561
-0.027 0 0.303 -2936.05 -485.812 -0.88682 896.679
-0.026 0 0.303 -2935.53 -548.036 -0.879379 858.156
-0.025 0 0.303 -2934.95 -610.993 -0.854101 814.95
-0.024 0 0.303 -2934.31 -674.852 -0.831884 767.012
-0.023 0 0.303 -2933.6 -739.839 -0.813468 714.28
-0.022 0 0.303 -2932.83 -806.239 -0.77885 656.676
-0.021 0 0.303 -2931.99 -874.357 -0.757748 594.101
-0.02 0 0.303 -2931.08 -944.606 -0.741403 526.425
-0.019 0 0.303 -2930.1 -1017.51 -0.689869 453.48
-0.018 0 0.303 -2929.05 -1093.65 -0.6217 375.052
-0.017 0 0.303 -2927.92 -1173.7 -0.537645 290.876
-0.016 0 0.303 -2926.7 -1258.35 -0.406838 200.624
-0.015 0 0.303 -2925.4 -1347.72 -0.23096 103.922
-0.014 0 0.303 -2924.01 -1416.23 -0.0094428 0.419115
-0.013 0 0.303 -2924 -716.97 0 0
-0.012 0 0.303 -2924 5.12873 0.000230253 1.21776
-0.011 0 0.303 -2924.01 5.40376 -0.00567317 2.48273
-0.01 0 0.303 -2924.02 5.57233 0.00281846 3.73946
-0.009 0 0.303 -2924.02 5.63927 0.00636273 4.93822
-0.008 0 0.303 -2924.03 5.60373 -0.018319 6.03654
-0.007 0 0.303 -2924.03 5.38897 -0.00431813 7.00199
-0.006 0 0.303 -2924.04 5.01276 0.0104467 7.81414
-0.005 0 0.303 -2924.04 4.49113 0.00228884 8.46511
-0.004 0 0.303 -2924.05 3.79601 0.0299833 8.95834
-0.003 0 0.303 -2924.05 3.00148 -0.0070109 9.306
-0.002 0 0.303 -2924.05 2.02959 -0.0251042 9.52525
-0.001 0 0.303 -2924.05 0.877251 -0.00682956 9.63415
0 0 0.303 -2924.05 -0.228027 -0.228019 9.64769
0.001 0 0.303 -2924.05 -1.33559 -0.647111 9.57413
0.002 0 0.303 -2924.05 -2.41466 -1.15661 9.41112
0.003 0 0.303 -2924.05 -2.94054 -1.79193 9.14223
0.004 0 0.303 -2924.05 -3.12584 -1.52 8.73963
0.005 0 0.303 -2924.04 -3.75848 -0.59075 8.22629
0.006 0 0.303 -2924.04 -4.6192 -0.121568 7.5823
0.007 0 0.303 -2924.03 -5.2119 0.0200853 6.79218
0.008 0 0.303 -2924.03 -5.54759 0.0503623 5.85895
0.009 0 0.303 -2924.02 -5.71363 0.0477475 4.79835
0.01 0 0.303 -2924.02 -5.75161 0.0417499 3.63868
0.011 0 0.303 -2924.01 -5.66388 0.0329508 2.41965
0.012 0 0.303 -2924.01 -5.44642 0.0138759 1.1894
0.013 0 0.303 -2924 -2.66403 -1.73472e-17 -6.46924e-06
0.014 0 0.303 -2924 698.148 -0.00342455 3.14989
0.015 0 0.303 -2925.39 1347.95 -0.108849 103.948
0.016 0 0.303 -2926.69 1255.51 -0.210272 200.095
0.017 0 0.303 -2927.9 1170.27 -0.304486 290.062
0.018 0 0.303 -2929.03 1090.19 -0.38915 374.002
0.019 0 0.303 -2930.08 1014.17 -0.462578 452.2
0.02 0 0.303 -2931.06 941.459 -0.534502 524.916
0.021 0 0.303 -2931.97 871.412 -0.598184 592.364
0.022 0 0.303 -2932.8 803.514 -0.641487 654.718
0.023 0 0.303 -2933.57 737.358 -0.679129 712.111
0.024 0 0.303 -2934.28 672.612 -0.717568 764.649
0.025 0 0.303 -2934.92 608.988 -0.751602 812.416
0.026 0 0.303 -2935.49 546.261 -0.788467 855.475
0.027 0 0.303 -2936.01 484.251 -0.83958 893.878
0.028 0 0.303 -2936.46 422.799 -0.899351 927.667
0.029 0 0.303 -2936.86 361.78 -0.972503 956.877
0.03 0 0.303 -2937.19 301.084 -1.05153 981.54
0.031 0 0.303 -2937.46 240.624 -1.12766 1001.68
0.032 0 0.303 -2937.67 180.332 -1.19663 1017.32
0.033 0 0.303 -2937.82 120.148 -1.24344 1028.48
0.034 0 0.303 -2937.91 60.0352 -1.26653 1035.17
0.035 0 0.303 -2937.94 0 0 0
-0.035 0 0.304 -2939.05 0 0 0
-0.034 0 0.304 -2939.01 -64.9192 -0.843441 1082.3
-0.033 0 0.304 -2938.92 -129.712 -0.83861 1075.31
-0.032 0 0.304 -2938.76 -194.619 -0.847528 1063.66
-0.031 0 0.304 -2938.53 -259.692 -0.872819 1047.31
-0.03 0 0.304 -2938.24 -324.963 -0.890996 1026.26
-0.029 0 0.304 -2937.88 -390.494 -0.917876 1000.48
-0.028 0 0.304 -2937.46 -456.393 -0.929505 969.93
-0.027 0 0.304 -2936.97 -522.768 -0.930449 934.589
-0.026 0 0.304 -2936.41 -589.747 -0.9302 894.416
-0.025 0 0.304 -2935.79 -657.504 -0.909736 849.37
-0.024 0 0.304 -2935.09 -726.221 -0.889679 799.4
-0.023 0 0.304 -2934.33 -796.136 -0.870751 744.44
-0.022 0 0.304 -2933.5 -867.556 -0.833192 684.409
-0.021 0 0.304 -2932.6 -940.812 -0.807184 619.201
-0.02 0 0.304 -2931.62 -1016.35 -0.784558 548.677
-0.019 0 0.304 -2930.57 -1094.75 -0.725972 472.66
-0.018 0 0.304 -2929.43 -1176.62 -0.650484 390.926
-0.017 0 0.304 -2928.21 -1262.7 -0.55917 303.194
-0.016 0 0.304 -2926.91 -1353.74 -0.421278 209.125
-0.015 0 0.304 -2925.51 -1449.88 -0.238402 108.327
-0.014 0 0.304 -2924.01 -1523.58 -0.00971513 0.436892
-0.013 0 0.304 -2924 -770.864 0 0
-0.012 0 0.304 -2924.01 6.42938 0.0122008 1.33152
-0.011 0 0.304 -2924.01 6.71984 0.0189809 2.71145
-0.01 0 0.304 -2924.02 6.8506 0.0400245 4.07796
-0.009 0 0.304 -2924.03 6.83108 0.0546199 5.37598
-0.008 0 0.304 -2924.03 6.66978 0.0380671 6.55866
-0.007 0 0.304 -2924.04 6.3019 0.0560066 7.59061
-0.006 0 0.304 -2924.05 5.75852 0.0695911 8.45032
-0.005 0 0.304 -2924.05 5.06862 0.0546965 9.13077
-0.004 0 0.304 -2924.06 4.21495 0.0702404 9.63794
-0.003 0 0.304 -2924.06 3.27891 0.0164366 9.98767
-0.002 0 0.304 -2924.06 2.18548 -0.0217428 10.2012
-0.001 0 0.304 -2924.06 0.93005 -0.0247522 10.3001
0 0 0.304 -2924.06 -0.265528 -0.26552 10.302
0.001 0 0.304 -2924.06 -1.46015 -0.699021 10.216
0.002 0 0.304 -2924.06 -2.63622 -1.21617 10.0394
0.003 0 0.304 -2924.06 -3.28242 -1.85886 9.75424
0.004 0 0.304 -2924.06 -3.59225 -1.63327 9.33028
0.005 0 0.304 -2924.05 -4.34962 -0.710468 8.78716
0.006 0 0.304 -2924.05 -5.35395 -0.235904 8.10314
0.007 0 0.304 -2924.04 -6.09716 -0.0845101 7.26157
0.008 0 0.304 -2924.03 -6.57397 -0.0405931 6.26539
0.009 0 0.304 -2924.03 -6.8583 -0.0262925 5.13161
0.01 0 0.304 -2924.02 -6.97909 -0.0132823 3.89105
0.011 0 0.304 -2924.01 -6.92826 -0.00246607 2.58684
